LOTID,EQPID,PILOT,FLAG,RECIPE,WAFER
DFP308,BPUVI59,NO,1,7470PLDD-PHOTO,25
DFM444,BPUVI04,NO,1,6748M4-PHOTO,25
DFM444,BPUVI05,YES,1,6748M4-PHOTO,25
DFM444,BPUVI07,YES,1,6748M4-PHOTO,25
DFM444,BPUVI51,NO,1,6748M4-PHOTO,25
DX356529,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX356529,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX356529,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DFN060,BPUVI01,NO,1,5999P4-PHOTO,25
DFN060,BPUVI04,YES,1,5999P4-PHOTO,25
DFN060,BPUVI07,NO,1,5999P4-PHOTO,25
DFM415,APDI708,NO,1,7492M2-PHOTO,25
DFM415,BPUVI01,NO,1,7492M2-PHOTO,25
DFM415,BPUVI03,NO,1,7492M2-PHOTO,25
DFM415,BPUVI04,NO,1,7492M2-PHOTO,25
DFM415,BPUVI05,NO,1,7492M2-PHOTO,25
DFM415,BPUVI06,YES,1,7492M2-PHOTO,25
DFM415,BPUVI09,NO,1,7492M2-PHOTO,25
DFM415,BPUVI12,NO,1,7492M2-PHOTO,25
DFM415,BPUVI15,YES,1,7492M2-PHOTO,25
DFM415,BPUVI16,NO,1,7492M2-PHOTO,25
DFM415,BPUVI51,YES,1,7492M2-PHOTO,25
DFM415,BPUVI57,NO,1,7492M2-PHOTO,25
DFM415,BPUVI58,NO,1,7492M2-PHOTO,25
DFM415,BPUVI60,NO,1,7492M2-PHOTO,25
DFM415,BPUVI61,NO,1,7492M2-PHOTO,25
DFM415,DPDI701,NO,1,7492M2-PHOTO,25
DFM415,DPDI702,NO,1,7492M2-PHOTO,25
DFM415,DPDI804,NO,1,7492M2-PHOTO,25
DFP104,APDI708,YES,1,7344P1-PHOTO,25
DFP104,BPUVI57,YES,1,7344P1-PHOTO,25
DFM170,BPUVI09,YES,1,6529CT-PHOTO,25
DFM170,BPUVI11,YES,1,6529CT-PHOTO,25
DX355550,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX355550,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX355550,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DX355548,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX355554,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX355548,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX355554,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX355548,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DX355554,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DX356527,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX356527,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX356527,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DX356524,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX356524,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX356524,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DX355549,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX355549,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX355549,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DX356531,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX356531,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX356531,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DX356530,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX356530,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX356530,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DX355555,BPUVI10,NO,1,XPN0ZERO-PHOTO,25
DX355555,BPUVI12,NO,1,XPN0ZERO-PHOTO,25
DX355555,BPUVI51,NO,1,XPN0ZERO-PHOTO,25
DFP124,APDI708,YES,1,7344P1-PHOTO,25
DFP124,BPUVI57,YES,1,7344P1-PHOTO,25
DFP498,BPUVI02,NO,1,7531TIM-PHOTO,25
DFP498,BPUVI06,YES,1,7531TIM-PHOTO,25
DFP498,BPUVI07,YES,1,7531TIM-PHOTO,25
DFM369,BPUVI01,NO,1,6200VIA5-PHOTO,25
DFM369,BPUVI02,YES,1,6200VIA5-PHOTO,25
DFM369,BPUVI04,NO,1,6200VIA5-PHOTO,25
DFM369,BPUVI05,YES,1,6200VIA5-PHOTO,25
DFM369,BPUVI06,YES,1,6200VIA5-PHOTO,25
DFM369,BPUVI07,NO,1,6200VIA5-PHOTO,25
DFM369,BPUVI11,NO,1,6200VIA5-PHOTO,25
DFM369,BPUVI12,NO,1,6200VIA5-PHOTO,25
DFM369,BPUVI15,YES,1,6200VIA5-PHOTO,25
DFM369,BPUVI16,YES,1,6200VIA5-PHOTO,25
DFM369,BPUVI51,NO,1,6200VIA5-PHOTO,25
DFM369,BPUVI52,NO,1,6200VIA5-PHOTO,25
DFM369,BPUVI58,NO,1,6200VIA5-PHOTO,25
DFM369,BPUVI59,NO,1,6200VIA5-PHOTO,25
DFM369,DPDI701,NO,1,6200VIA5-PHOTO,25
DFM369,DPDI702,NO,1,6200VIA5-PHOTO,25
DFN669.01,BPUVI01,NO,1,4087M1-PHOTO,1
DFN669.01,BPUVI02,YES,1,4087M1-PHOTO,1
DFN669.01,BPUVI03,NO,1,4087M1-PHOTO,1
DFN669.01,BPUVI04,YES,1,4087M1-PHOTO,1
DFN669.01,BPUVI05,NO,1,4087M1-PHOTO,1
DFN669.01,BPUVI06,NO,1,4087M1-PHOTO,1
DFN669.01,BPUVI07,NO,1,4087M1-PHOTO,1
DFN669.01,BPUVI09,NO,1,4087M1-PHOTO,1
DFN669.01,BPUVI11,NO,1,4087M1-PHOTO,1
DFN669.01,BPUVI58,NO,1,4087M1-PHOTO,1
DFM248,APDCI01,NO,1,7275M3MIM-PHOTO,25
DFM248,APDCI02,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI01,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI02,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI03,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI04,YES,1,7275M3MIM-PHOTO,25
DFM248,BPUVI05,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI06,YES,1,7275M3MIM-PHOTO,25
DFM248,BPUVI07,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI09,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI12,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI13,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI15,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI16,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI51,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI52,NO,1,7275M3MIM-PHOTO,25
DFM248,BPUVI59,NO,1,7275M3MIM-PHOTO,25
DFM248,DPDI701,NO,1,7275M3MIM-PHOTO,25
DFM248,DPDI804,NO,1,7275M3MIM-PHOTO,25
DFM933,BPUVI01,NO,1,5999P4-PHOTO,25
DFM933,BPUVI04,YES,1,5999P4-PHOTO,25
DFM933,BPUVI07,NO,1,5999P4-PHOTO,25
DFQ136,APDI708,YES,1,8042AA-PHOTO,25
DFQ136,BPUVI01,NO,1,8042AA-PHOTO,25
DFQ136,BPUVI60,YES,1,8042AA-PHOTO,25
DFM425,APDI708,NO,1,7492M2-PHOTO,25
DFM425,BPUVI01,NO,1,7492M2-PHOTO,25
DFM425,BPUVI03,NO,1,7492M2-PHOTO,25
DFM425,BPUVI04,NO,1,7492M2-PHOTO,25
DFM425,BPUVI05,NO,1,7492M2-PHOTO,25
DFM425,BPUVI06,YES,1,7492M2-PHOTO,25
DFM425,BPUVI09,NO,1,7492M2-PHOTO,25
DFM425,BPUVI12,NO,1,7492M2-PHOTO,25
DFM425,BPUVI15,YES,1,7492M2-PHOTO,25
DFM425,BPUVI16,NO,1,7492M2-PHOTO,25
DFM425,BPUVI51,YES,1,7492M2-PHOTO,25
DFM425,BPUVI57,NO,1,7492M2-PHOTO,25
DFM425,BPUVI58,NO,1,7492M2-PHOTO,25
DFM425,BPUVI60,NO,1,7492M2-PHOTO,25
DFM425,BPUVI61,NO,1,7492M2-PHOTO,25
DFM425,DPDI701,NO,1,7492M2-PHOTO,25
DFM425,DPDI702,NO,1,7492M2-PHOTO,25
DFM425,DPDI804,NO,1,7492M2-PHOTO,25
DFM591,BPUVI57,NO,1,6445CT-PHOTO,25
DFM591,BPUVI59,NO,1,6445CT-PHOTO,25
DFM591,DPDI701,YES,1,6445CT-PHOTO,25
DFN984,BPUVI10,YES,1,7344NLDD2-PHOTO,25
DFM559,APDCI02,NO,1,8042VIA1-PHOTO,25
DFM559,BPUVI01,NO,1,8042VIA1-PHOTO,25
DFM559,BPUVI15,YES,1,8042VIA1-PHOTO,25
DFM559,BPUVI16,NO,1,8042VIA1-PHOTO,25
DFM559,BPUVI57,NO,1,8042VIA1-PHOTO,25
DFM559,BPUVI58,NO,1,8042VIA1-PHOTO,25
DFM559,BPUVI59,YES,1,8042VIA1-PHOTO,25
DFM559,DPDI701,YES,1,8042VIA1-PHOTO,25
DFM559,DPDI702,NO,1,8042VIA1-PHOTO,25
DFM559,DPDI804,NO,1,8042VIA1-PHOTO,25
DFQ278,APDI708,NO,1,8389AA-PHOTO,25
DFQ278,BPUVI58,NO,1,8389AA-PHOTO,25
DFQ278,BPUVI60,NO,1,8389AA-PHOTO,25
DFQ278,BPUVI61,YES,1,8389AA-PHOTO,25
DFN319,BPUVI02,NO,1,1377M1-PHOTO,25
DFN319,BPUVI06,NO,1,1377M1-PHOTO,25
DFN319,BPUVI09,NO,1,1377M1-PHOTO,25
DFN319,BPUVI11,NO,1,1377M1-PHOTO,25
DFN319,BPUVI59,NO,1,1377M1-PHOTO,25
DFN319,BPUVI60,YES,1,1377M1-PHOTO,25
DFN319,BPUVI61,YES,1,1377M1-PHOTO,25
DFN781,APDCI02,NO,1,0989PLDD-PHOTO,25
DFN781,BPUVI01,NO,1,0989PLDD-PHOTO,25
DFN781,BPUVI04,NO,1,0989PLDD-PHOTO,25
DFN781,BPUVI11,YES,1,0989PLDD-PHOTO,25
DFN781,BPUVI12,YES,1,0989PLDD-PHOTO,25
DFN781,BPUVI13,NO,1,0989PLDD-PHOTO,25
DFP242,APDI708,YES,1,7344P1-PHOTO,25
DFP242,BPUVI57,YES,1,7344P1-PHOTO,25
DL3737,BPUVI02,NO,1,5974M1-PHOTO,10
DL3737,BPUVI06,NO,1,5974M1-PHOTO,10
DL3737,BPUVI07,YES,1,5974M1-PHOTO,10
DFP082,BPUVI09,YES,1,0506P1-PHOTO,21
DFL478,APDCI01,NO,1,7295TV1-PHOTO,25
DFL478,APDCI02,YES,1,7295TV1-PHOTO,25
DFL478,BPUVI02,NO,1,7295TV1-PHOTO,25
DFL478,BPUVI03,NO,1,7295TV1-PHOTO,25
DFL478,BPUVI16,NO,1,7295TV1-PHOTO,25
DFL478,BPUVI52,NO,1,7295TV1-PHOTO,25
DFL478,BPUVI57,NO,1,7295TV1-PHOTO,25
DFL478,BPUVI58,YES,1,7295TV1-PHOTO,25
DFL478,BPUVI61,NO,1,7295TV1-PHOTO,25
DFL478,DPDI701,NO,1,7295TV1-PHOTO,25
DFL478,DPDI702,NO,1,7295TV1-PHOTO,25
DFL478,DPDI804,YES,1,7295TV1-PHOTO,25
DFL485,APDCI01,NO,1,7295M5-PHOTO,24
DFL485,APDCI02,YES,1,7295M5-PHOTO,24
DFL485,BPUVI02,NO,1,7295M5-PHOTO,24
DFL485,BPUVI03,NO,1,7295M5-PHOTO,24
DFL485,BPUVI04,NO,1,7295M5-PHOTO,24
DFL485,BPUVI06,YES,1,7295M5-PHOTO,24
DFL485,BPUVI09,YES,1,7295M5-PHOTO,24
DFL485,BPUVI16,NO,1,7295M5-PHOTO,24
DFL485,BPUVI52,NO,1,7295M5-PHOTO,24
DFL485,BPUVI58,NO,1,7295M5-PHOTO,24
DFL485,BPUVI60,NO,1,7295M5-PHOTO,24
DFL485,BPUVI61,NO,1,7295M5-PHOTO,24
DFL485,DPDI701,YES,1,7295M5-PHOTO,24
DFL485,DPDI702,YES,1,7295M5-PHOTO,24
DFL485,DPDI804,YES,1,7295M5-PHOTO,24
DFN056,BPUVI01,NO,1,5999P4-PHOTO,25
DFN056,BPUVI04,YES,1,5999P4-PHOTO,25
DFN056,BPUVI07,NO,1,5999P4-PHOTO,25
DFN775,APDCI02,NO,1,0989NP-PHOTO,25
DFN775,BPUVI01,NO,1,0989NP-PHOTO,25
DFN775,BPUVI04,NO,1,0989NP-PHOTO,25
DFN775,BPUVI11,NO,1,0989NP-PHOTO,25
DFN775,BPUVI12,NO,1,0989NP-PHOTO,25
DFN775,BPUVI13,YES,1,0989NP-PHOTO,25
DFP725,BPUVI02,NO,1,2055AA-PHOTO,25
DFP725,BPUVI06,NO,1,2055AA-PHOTO,25
DFP725,BPUVI58,NO,1,2055AA-PHOTO,25
DFP725,BPUVI60,YES,1,2055AA-PHOTO,25
DFM480,BPUVI01,YES,1,8042M1-PHOTO,25
DFM480,BPUVI03,NO,1,8042M1-PHOTO,25
DFM480,BPUVI09,NO,1,8042M1-PHOTO,25
DFM480,BPUVI57,YES,1,8042M1-PHOTO,25
DFM480,BPUVI58,YES,1,8042M1-PHOTO,25
DFM480,DPDI701,NO,1,8042M1-PHOTO,25
DFM258,BPUVI01,NO,1,6200VIA5-PHOTO,25
DFM258,BPUVI02,YES,1,6200VIA5-PHOTO,25
DFM258,BPUVI04,NO,1,6200VIA5-PHOTO,25
DFM258,BPUVI05,YES,1,6200VIA5-PHOTO,25
DFM258,BPUVI06,YES,1,6200VIA5-PHOTO,25
DFM258,BPUVI07,NO,1,6200VIA5-PHOTO,25
DFM258,BPUVI11,NO,1,6200VIA5-PHOTO,25
DFM258,BPUVI12,NO,1,6200VIA5-PHOTO,25
DFM258,BPUVI15,YES,1,6200VIA5-PHOTO,25
DFM258,BPUVI16,YES,1,6200VIA5-PHOTO,25
DFM258,BPUVI51,NO,1,6200VIA5-PHOTO,25
DFM258,BPUVI52,NO,1,6200VIA5-PHOTO,25
DFM258,BPUVI58,NO,1,6200VIA5-PHOTO,25
DFM258,BPUVI59,NO,1,6200VIA5-PHOTO,25
DFM258,DPDI701,NO,1,6200VIA5-PHOTO,25
DFM258,DPDI702,NO,1,6200VIA5-PHOTO,25
DFL481,APDCI01,NO,1,7295M5-PHOTO,25
DFL481,APDCI02,YES,1,7295M5-PHOTO,25
DFL481,BPUVI02,NO,1,7295M5-PHOTO,25
DFL481,BPUVI03,NO,1,7295M5-PHOTO,25
DFL481,BPUVI04,NO,1,7295M5-PHOTO,25
DFL481,BPUVI06,YES,1,7295M5-PHOTO,25
DFL481,BPUVI09,YES,1,7295M5-PHOTO,25
DFL481,BPUVI16,NO,1,7295M5-PHOTO,25
DFL481,BPUVI52,NO,1,7295M5-PHOTO,25
DFL481,BPUVI58,NO,1,7295M5-PHOTO,25
DFL481,BPUVI60,NO,1,7295M5-PHOTO,25
DFL481,BPUVI61,NO,1,7295M5-PHOTO,25
DFL481,DPDI701,YES,1,7295M5-PHOTO,25
DFL481,DPDI702,YES,1,7295M5-PHOTO,25
DFL481,DPDI804,YES,1,7295M5-PHOTO,25
DFM586,BPUVI57,NO,1,6445CT-PHOTO,25
DFM586,BPUVI59,NO,1,6445CT-PHOTO,25
DFM586,DPDI701,YES,1,6445CT-PHOTO,25
DFN836,APDI708,YES,1,6445P1-PHOTO,25
DFN836,BPUVI57,YES,1,6445P1-PHOTO,25
DFN049,BPUVI02,NO,1,1377M1-PHOTO,25
DFN049,BPUVI06,NO,1,1377M1-PHOTO,25
DFN049,BPUVI09,NO,1,1377M1-PHOTO,25
DFN049,BPUVI11,NO,1,1377M1-PHOTO,25
DFN049,BPUVI59,NO,1,1377M1-PHOTO,25
DFN049,BPUVI60,YES,1,1377M1-PHOTO,25
DFN049,BPUVI61,YES,1,1377M1-PHOTO,25
DFP310,BPUVI59,NO,1,7470PLDD-PHOTO,25
DFL714,BPUVI01,NO,1,7492M4-PHOTO,25
DFL714,BPUVI03,NO,1,7492M4-PHOTO,25
DFL714,BPUVI04,NO,1,7492M4-PHOTO,25
DFL714,BPUVI05,NO,1,7492M4-PHOTO,25
DFL714,BPUVI06,NO,1,7492M4-PHOTO,25
DFL714,BPUVI09,NO,1,7492M4-PHOTO,25
DFL714,BPUVI12,NO,1,7492M4-PHOTO,25
DFL714,BPUVI15,NO,1,7492M4-PHOTO,25
DFL714,BPUVI16,NO,1,7492M4-PHOTO,25
DFL714,BPUVI51,YES,1,7492M4-PHOTO,25
DFL714,BPUVI57,YES,1,7492M4-PHOTO,25
DFL714,BPUVI58,NO,1,7492M4-PHOTO,25
DFL714,BPUVI60,NO,1,7492M4-PHOTO,25
DFL714,BPUVI61,YES,1,7492M4-PHOTO,25
DFL714,DPDI701,NO,1,7492M4-PHOTO,25
DFL714,DPDI702,NO,1,7492M4-PHOTO,25
DFM265,BPUVI01,YES,1,6200VIA1-PHOTO,25
DFM265,BPUVI02,YES,1,6200VIA1-PHOTO,25
DFM265,BPUVI03,NO,1,6200VIA1-PHOTO,25
DFM265,BPUVI04,YES,1,6200VIA1-PHOTO,25
DFM265,BPUVI05,YES,1,6200VIA1-PHOTO,25
DFM265,BPUVI06,NO,1,6200VIA1-PHOTO,25
DFM265,BPUVI07,YES,1,6200VIA1-PHOTO,25
DFM265,BPUVI09,YES,1,6200VIA1-PHOTO,25
DFM265,BPUVI11,NO,1,6200VIA1-PHOTO,25
DFM265,BPUVI12,NO,1,6200VIA1-PHOTO,25
DFM265,BPUVI16,YES,1,6200VIA1-PHOTO,25
DFM265,BPUVI52,NO,1,6200VIA1-PHOTO,25
DFM265,BPUVI58,NO,1,6200VIA1-PHOTO,25
DFM265,BPUVI59,NO,1,6200VIA1-PHOTO,25
DFM265,DPDI701,NO,1,6200VIA1-PHOTO,25
DFN843,APDI708,YES,2,6445P1-PHOTO,25
DFN843,BPUVI57,YES,2,6445P1-PHOTO,25
DFN849,BPUVI10,YES,2,7344PLDD-PHOTO,25
DFM173.01,BPUVI09,YES,2,6529CT-PHOTO,2
DFM173.01,BPUVI11,YES,2,6529CT-PHOTO,2
DFQ279,APDI708,NO,2,8389AA-PHOTO,25
DFQ279,BPUVI58,NO,2,8389AA-PHOTO,25
DFQ279,BPUVI60,NO,2,8389AA-PHOTO,25
DFQ279,BPUVI61,YES,2,8389AA-PHOTO,25
DFM008,BPUVI01,NO,2,6445VIA3-PHOTO,25
DFM008,BPUVI09,YES,2,6445VIA3-PHOTO,25
DFM008,BPUVI16,NO,2,6445VIA3-PHOTO,25
DFM008,BPUVI57,NO,2,6445VIA3-PHOTO,25
DFM008,BPUVI58,NO,2,6445VIA3-PHOTO,25
DFM008,BPUVI59,YES,2,6445VIA3-PHOTO,25
DFM008,DPDI701,NO,2,6445VIA3-PHOTO,25
DFM008,DPDI702,YES,2,6445VIA3-PHOTO,25
DFM740,BPUVI01,NO,2,7344CT-PHOTO,25
DFM740,BPUVI57,YES,2,7344CT-PHOTO,25
DFM740,BPUVI59,NO,2,7344CT-PHOTO,25
DFM740,DPDI701,YES,2,7344CT-PHOTO,25
DFM952,BPUVI04,YES,2,8479M3-PHOTO,25
DFM952,BPUVI05,NO,2,8479M3-PHOTO,25
DFM952,BPUVI07,NO,2,8479M3-PHOTO,25
DFM952,BPUVI51,NO,2,8479M3-PHOTO,25
DFM985,BPUVI01,NO,2,7344CT-PHOTO,25
DFM985,BPUVI57,YES,2,7344CT-PHOTO,25
DFM985,BPUVI59,NO,2,7344CT-PHOTO,25
DFM985,DPDI701,YES,2,7344CT-PHOTO,25
DFL073,BPUVI01,YES,2,6518VIA5-PHOTO,25
DFL073,BPUVI02,NO,2,6518VIA5-PHOTO,25
DFL073,BPUVI03,NO,2,6518VIA5-PHOTO,25
DFL073,BPUVI04,YES,2,6518VIA5-PHOTO,25
DFL073,BPUVI05,NO,2,6518VIA5-PHOTO,25
DFL073,BPUVI06,NO,2,6518VIA5-PHOTO,25
DFL073,BPUVI07,NO,2,6518VIA5-PHOTO,25
DFL073,BPUVI09,NO,2,6518VIA5-PHOTO,25
DFL073,BPUVI12,YES,2,6518VIA5-PHOTO,25
DFL073,BPUVI51,NO,2,6518VIA5-PHOTO,25
DFL073,BPUVI52,NO,2,6518VIA5-PHOTO,25
DFL073,BPUVI58,NO,2,6518VIA5-PHOTO,25
DFL073,BPUVI59,NO,2,6518VIA5-PHOTO,25
DFL073,DPDI702,NO,2,6518VIA5-PHOTO,25
DFL624.02,BPUVI01,NO,2,7492TV1-PHOTO,1
DFL624.02,BPUVI04,NO,2,7492TV1-PHOTO,1
DFL624.02,BPUVI06,NO,2,7492TV1-PHOTO,1
DFL624.02,BPUVI09,NO,2,7492TV1-PHOTO,1
DFL624.02,BPUVI12,NO,2,7492TV1-PHOTO,1
DFL624.02,BPUVI15,NO,2,7492TV1-PHOTO,1
DFL624.02,BPUVI16,NO,2,7492TV1-PHOTO,1
DFL624.02,BPUVI51,NO,2,7492TV1-PHOTO,1
DFL624.02,BPUVI52,YES,2,7492TV1-PHOTO,1
DFL624.02,BPUVI57,YES,2,7492TV1-PHOTO,1
DFL624.02,BPUVI58,NO,2,7492TV1-PHOTO,1
DFL624.02,BPUVI59,YES,2,7492TV1-PHOTO,1
DFL624.02,DPDI701,NO,2,7492TV1-PHOTO,1
DFL624.02,DPDI702,NO,2,7492TV1-PHOTO,1
DFM569,BPUVI01,YES,2,8042M1-PHOTO,25
DFM569,BPUVI03,NO,2,8042M1-PHOTO,25
DFM569,BPUVI09,NO,2,8042M1-PHOTO,25
DFM569,BPUVI57,YES,2,8042M1-PHOTO,25
DFM569,BPUVI58,YES,2,8042M1-PHOTO,25
DFM569,DPDI701,NO,2,8042M1-PHOTO,25
DFQ280,APDI708,NO,2,8389AA-PHOTO,25
DFQ280,BPUVI58,NO,2,8389AA-PHOTO,25
DFQ280,BPUVI60,NO,2,8389AA-PHOTO,25
DFQ280,BPUVI61,YES,2,8389AA-PHOTO,25
DFM879,APDCI01,NO,2,5958VIA2-PHOTO,25
DFM879,APDCI02,YES,2,5958VIA2-PHOTO,25
DFM879,APDI708,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI01,YES,2,5958VIA2-PHOTO,25
DFM879,BPUVI02,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI04,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI05,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI06,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI09,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI12,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI15,YES,2,5958VIA2-PHOTO,25
DFM879,BPUVI16,YES,2,5958VIA2-PHOTO,25
DFM879,BPUVI51,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI52,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI57,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI58,NO,2,5958VIA2-PHOTO,25
DFM879,BPUVI59,NO,2,5958VIA2-PHOTO,25
DFM879,DPDI701,NO,2,5958VIA2-PHOTO,25
DFM879,DPDI702,YES,2,5958VIA2-PHOTO,25
DFM879,DPDI804,NO,2,5958VIA2-PHOTO,25
DFN081,BPUVI01,NO,2,8479VIA2-PHOTO,25
DFN081,BPUVI05,NO,2,8479VIA2-PHOTO,25
DFN081,BPUVI09,YES,2,8479VIA2-PHOTO,25
DFN081,BPUVI11,YES,2,8479VIA2-PHOTO,25
DFL915.03,BPUVI06,YES,2,6445M3-PHOTO,1
DFL915.03,BPUVI15,YES,2,6445M3-PHOTO,1
DFL915.03,BPUVI16,NO,2,6445M3-PHOTO,1
DFL915.03,BPUVI57,NO,2,6445M3-PHOTO,1
DFL915.03,DPDI701,NO,2,6445M3-PHOTO,1
DFL915.03,DPDI702,YES,2,6445M3-PHOTO,1
DFL915.03,DPDI804,NO,2,6445M3-PHOTO,1
DFQ062,APDI708,YES,2,7344AA-PHOTO,25
DFQ062,BPUVI01,YES,2,7344AA-PHOTO,25
DFQ062,BPUVI60,YES,2,7344AA-PHOTO,25
DFQ062,BPUVI61,NO,2,7344AA-PHOTO,25
DFQ068,APDI708,YES,2,7344AA-PHOTO,25
DFQ068,BPUVI01,YES,2,7344AA-PHOTO,25
DFQ068,BPUVI60,YES,2,7344AA-PHOTO,25
DFQ068,BPUVI61,NO,2,7344AA-PHOTO,25
DFM753,BPUVI03,NO,2,5697M1-PHOTO,25
DFM753,BPUVI05,NO,2,5697M1-PHOTO,25
DFM753,BPUVI06,NO,2,5697M1-PHOTO,25
DFM753,BPUVI09,NO,2,5697M1-PHOTO,25
DFM753,BPUVI51,YES,2,5697M1-PHOTO,25
DFM753,BPUVI57,NO,2,5697M1-PHOTO,25
DFM753,BPUVI58,NO,2,5697M1-PHOTO,25
DFM753,DPDI701,NO,2,5697M1-PHOTO,25
DFM753,DPDI702,NO,2,5697M1-PHOTO,25
DFN856,BPUVI10,YES,2,7344PLDD-PHOTO,25
DFN903,APDI708,YES,2,7275P1-PHOTO,25
DFN903,BPUVI57,YES,2,7275P1-PHOTO,25
DFN903,BPUVI58,NO,2,7275P1-PHOTO,25
DFN903,BPUVI60,NO,2,7275P1-PHOTO,25
DX358271,BPUVI51,NO,2,XPN0ZERO-PHOTO,25
DFN184,APDI708,NO,2,7470VIA1-PHOTO,25
DFN184,BPUVI02,YES,2,7470VIA1-PHOTO,25
DFN184,BPUVI03,NO,2,7470VIA1-PHOTO,25
DFN184,BPUVI57,NO,2,7470VIA1-PHOTO,25
DFN184,BPUVI58,YES,2,7470VIA1-PHOTO,25
DFN184,BPUVI61,NO,2,7470VIA1-PHOTO,25
DX358272,BPUVI51,NO,2,XPN0ZERO-PHOTO,25
DFN066,BPUVI01,YES,2,2813VIA3-PHOTO,25
DFN066,BPUVI02,NO,2,2813VIA3-PHOTO,25
DFN066,BPUVI05,NO,2,2813VIA3-PHOTO,25
DFN066,BPUVI11,YES,2,2813VIA3-PHOTO,25
DFN066,BPUVI16,NO,2,2813VIA3-PHOTO,25
DFN066,BPUVI51,NO,2,2813VIA3-PHOTO,25
DFN066,BPUVI52,NO,2,2813VIA3-PHOTO,25
DFN066,BPUVI58,NO,2,2813VIA3-PHOTO,25
DFN066,BPUVI59,NO,2,2813VIA3-PHOTO,25
DFN066,DPDI701,NO,2,2813VIA3-PHOTO,25
DFN913,APDI708,YES,2,7275P1-PHOTO,25
DFN913,BPUVI57,YES,2,7275P1-PHOTO,25
DFN913,BPUVI58,NO,2,7275P1-PHOTO,25
DFN913,BPUVI60,NO,2,7275P1-PHOTO,25
DFN302,APDI708,YES,2,7017P1-PHOTO,24
DFN302,BPUVI57,YES,2,7017P1-PHOTO,24
DFM481,APDI708,YES,2,8042M2MIM-PHOTO,24
DFM481,BPUVI51,NO,2,8042M2MIM-PHOTO,24
DFM481,BPUVI52,YES,2,8042M2MIM-PHOTO,24
DFM481,BPUVI57,NO,2,8042M2MIM-PHOTO,24
DFM481,BPUVI58,NO,2,8042M2MIM-PHOTO,24
DFM481,DPDI701,NO,2,8042M2MIM-PHOTO,24
DFM828,APDI708,NO,2,7275CT-PHOTO,25
DFM828,BPUVI01,YES,2,7275CT-PHOTO,25
DFM828,BPUVI60,NO,2,7275CT-PHOTO,25
DFM828,DPDI701,YES,2,7275CT-PHOTO,25
DFM804,BPUVI01,NO,2,6246P4-PHOTO,25
DFM804,BPUVI04,YES,2,6246P4-PHOTO,25
DFM804,BPUVI07,NO,2,6246P4-PHOTO,25
