LOTID,EQPID,PILOT,FLAG,RECIPE,WAFER
DFK011.04,APDCI01,NO,1,8141VIA4-PHOTO,1
DFK011.04,BPUVI58,YES,1,8141VIA4-PHOTO,1
DFK011.04,DPDI701,NO,1,8141VIA4-PHOTO,1
DFN247.03,BPUVI10,YES,1,8042NLDD2-PHOTO,1
DF9395.15,BPUVI01,NO,1,8379VIA2-PHOTO,2
DF9395,BPUVI01,NO,1,8379VIA2-PHOTO,18
DF9395.16,BPUVI01,NO,1,8379VIA2-PHOTO,5
DF9395,BPUVI01,NO,1,8379VIA2-PHOTO,18
DF9395.14,BPUVI01,NO,1,8379VIA2-PHOTO,5
DF9395.13,BPUVI01,NO,1,8379VIA2-PHOTO,2
DF9395.15,BPUVI51,NO,1,8379VIA2-PHOTO,2
DF9395,BPUVI51,NO,1,8379VIA2-PHOTO,18
DF9395.16,BPUVI51,NO,1,8379VIA2-PHOTO,5
DF9395,BPUVI51,NO,1,8379VIA2-PHOTO,18
DF9395.14,BPUVI51,NO,1,8379VIA2-PHOTO,5
DF9395.13,BPUVI51,NO,1,8379VIA2-PHOTO,2
DF9395.15,BPUVI57,NO,1,8379VIA2-PHOTO,2
DF9395,BPUVI57,NO,1,8379VIA2-PHOTO,18
DF9395.16,BPUVI57,NO,1,8379VIA2-PHOTO,5
DF9395,BPUVI57,NO,1,8379VIA2-PHOTO,18
DF9395.14,BPUVI57,NO,1,8379VIA2-PHOTO,5
DF9395.13,BPUVI57,NO,1,8379VIA2-PHOTO,2
DF9395.15,BPUVI58,NO,1,8379VIA2-PHOTO,2
DF9395,BPUVI58,NO,1,8379VIA2-PHOTO,18
DF9395.16,BPUVI58,NO,1,8379VIA2-PHOTO,5
DF9395,BPUVI58,NO,1,8379VIA2-PHOTO,18
DF9395.14,BPUVI58,NO,1,8379VIA2-PHOTO,5
DF9395.13,BPUVI58,NO,1,8379VIA2-PHOTO,2
DF9395.15,BPUVI59,NO,1,8379VIA2-PHOTO,2
DF9395,BPUVI59,NO,1,8379VIA2-PHOTO,18
DF9395.16,BPUVI59,NO,1,8379VIA2-PHOTO,5
DF9395,BPUVI59,NO,1,8379VIA2-PHOTO,18
DF9395.14,BPUVI59,NO,1,8379VIA2-PHOTO,5
DF9395.13,BPUVI59,NO,1,8379VIA2-PHOTO,2
DF9395.15,DPDI701,YES,1,8379VIA2-PHOTO,2
DF9395,DPDI701,YES,1,8379VIA2-PHOTO,18
DF9395.16,DPDI701,YES,1,8379VIA2-PHOTO,5
DF9395,DPDI701,YES,1,8379VIA2-PHOTO,18
DF9395.14,DPDI701,YES,1,8379VIA2-PHOTO,5
DF9395.13,DPDI701,YES,1,8379VIA2-PHOTO,2
DF9395.15,DPDI702,NO,1,8379VIA2-PHOTO,2
DF9395,DPDI702,NO,1,8379VIA2-PHOTO,18
DF9395.16,DPDI702,NO,1,8379VIA2-PHOTO,5
DF9395,DPDI702,NO,1,8379VIA2-PHOTO,18
DF9395.14,DPDI702,NO,1,8379VIA2-PHOTO,5
DF9395.13,DPDI702,NO,1,8379VIA2-PHOTO,2
DF9395.15,DPDI804,NO,1,8379VIA2-PHOTO,2
DF9395,DPDI804,NO,1,8379VIA2-PHOTO,18
DF9395.16,DPDI804,NO,1,8379VIA2-PHOTO,5
DF9395,DPDI804,NO,1,8379VIA2-PHOTO,18
DF9395.14,DPDI804,NO,1,8379VIA2-PHOTO,5
DF9395.13,DPDI804,NO,1,8379VIA2-PHOTO,2
DL3962.15,BPUVI01,NO,1,7344VIA1-PHOTO,4
DL3962.15,BPUVI15,NO,1,7344VIA1-PHOTO,4
DL3962.15,BPUVI16,YES,1,7344VIA1-PHOTO,4
DL3962.15,BPUVI57,NO,1,7344VIA1-PHOTO,4
DL3962.15,BPUVI58,YES,1,7344VIA1-PHOTO,4
DL3962.15,BPUVI59,YES,1,7344VIA1-PHOTO,4
DL3962.15,DPDI701,NO,1,7344VIA1-PHOTO,4
DL3962.15,DPDI702,YES,1,7344VIA1-PHOTO,4
DL3962.15,DPDI804,NO,1,7344VIA1-PHOTO,4
DFN041,APDI708,YES,1,7017P1-PHOTO,25
DFN041,BPUVI57,YES,1,7017P1-PHOTO,25
DFN974,APDI708,YES,1,8042P1-PHOTO,25
DFN974,BPUVI57,YES,1,8042P1-PHOTO,25
DFN974,BPUVI58,NO,1,8042P1-PHOTO,25
DFM227,APDCI01,NO,1,7275VIA2-PHOTO,25
DFM227,APDCI02,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI01,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI02,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI03,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI04,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI05,YES,1,7275VIA2-PHOTO,25
DFM227,BPUVI06,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI07,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI09,YES,1,7275VIA2-PHOTO,25
DFM227,BPUVI11,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI12,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI15,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI16,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI52,NO,1,7275VIA2-PHOTO,25
DFM227,BPUVI59,NO,1,7275VIA2-PHOTO,25
DFM227,DPDI701,NO,1,7275VIA2-PHOTO,25
DFM227,DPDI702,NO,1,7275VIA2-PHOTO,25
DFM227,DPDI804,YES,1,7275VIA2-PHOTO,25
DFM135,APDCI01,NO,1,7275VIA2-PHOTO,25
DFM135,APDCI02,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI01,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI02,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI03,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI04,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI05,YES,1,7275VIA2-PHOTO,25
DFM135,BPUVI06,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI07,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI09,YES,1,7275VIA2-PHOTO,25
DFM135,BPUVI11,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI12,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI15,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI16,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI52,NO,1,7275VIA2-PHOTO,25
DFM135,BPUVI59,NO,1,7275VIA2-PHOTO,25
DFM135,DPDI701,NO,1,7275VIA2-PHOTO,25
DFM135,DPDI702,NO,1,7275VIA2-PHOTO,25
DFM135,DPDI804,YES,1,7275VIA2-PHOTO,25
DFN972,APDI708,YES,1,8042P1-PHOTO,25
DFN972,BPUVI57,YES,1,8042P1-PHOTO,25
DFN972,BPUVI58,NO,1,8042P1-PHOTO,25
DFM795.02,BPUVI04,YES,1,6134M3-PHOTO,1
DFM795,BPUVI04,YES,1,6134M3-PHOTO,24
DFM795.02,BPUVI05,NO,1,6134M3-PHOTO,1
DFM795,BPUVI05,NO,1,6134M3-PHOTO,24
DFM795.02,BPUVI07,YES,1,6134M3-PHOTO,1
DFM795,BPUVI07,YES,1,6134M3-PHOTO,24
DFM795.02,BPUVI51,NO,1,6134M3-PHOTO,1
DFM795,BPUVI51,NO,1,6134M3-PHOTO,24
DFM959,BPUVI01,YES,1,8479VIA3-PHOTO,17
DFM959.01,BPUVI01,YES,1,8479VIA3-PHOTO,8
DFM959,BPUVI05,YES,1,8479VIA3-PHOTO,17
DFM959.01,BPUVI05,YES,1,8479VIA3-PHOTO,8
DFM959,BPUVI09,NO,1,8479VIA3-PHOTO,17
DFM959.01,BPUVI09,NO,1,8479VIA3-PHOTO,8
DFM959,BPUVI11,YES,1,8479VIA3-PHOTO,17
DFM959.01,BPUVI11,YES,1,8479VIA3-PHOTO,8
DFQ095,APDI708,NO,1,7275AA-PHOTO,25
DFQ095,BPUVI01,NO,1,7275AA-PHOTO,25
DFQ095,BPUVI58,NO,1,7275AA-PHOTO,25
DFQ095,BPUVI60,YES,1,7275AA-PHOTO,25
DFQ095,BPUVI61,NO,1,7275AA-PHOTO,25
DFM587,BPUVI57,NO,1,6445CT-PHOTO,25
DFM587,BPUVI59,NO,1,6445CT-PHOTO,25
DFM587,DPDI701,YES,1,6445CT-PHOTO,25
DFM485,BPUVI01,YES,1,8042M1-PHOTO,25
DFM485,BPUVI03,NO,1,8042M1-PHOTO,25
DFM485,BPUVI09,NO,1,8042M1-PHOTO,25
DFM485,BPUVI57,YES,1,8042M1-PHOTO,25
DFM485,BPUVI58,YES,1,8042M1-PHOTO,25
DFM485,DPDI701,NO,1,8042M1-PHOTO,25
DFN215,APDCI02,NO,1,7226NP-PHOTO2,25
DFN215,BPUVI01,NO,1,7226NP-PHOTO2,25
DFN215,BPUVI02,NO,1,7226NP-PHOTO2,25
DFN215,BPUVI08,NO,1,7226NP-PHOTO2,25
DFN215,BPUVI13,YES,1,7226NP-PHOTO2,25
DFM714,BPUVI57,NO,1,6445CT-PHOTO,25
DFM714,BPUVI59,NO,1,6445CT-PHOTO,25
DFM714,DPDI701,YES,1,6445CT-PHOTO,25
DFM183,BPUVI09,YES,1,6529CT-PHOTO,25
DFM183,BPUVI11,YES,1,6529CT-PHOTO,25
DFM169,BPUVI09,YES,1,6529CT-PHOTO,25
DFM169,BPUVI11,YES,1,6529CT-PHOTO,25
DFN871,BPUVI10,YES,1,7344NLDD2-PHOTO,25
DFQ092,APDI708,NO,1,7275AA-PHOTO,25
DFQ092,BPUVI01,NO,1,7275AA-PHOTO,25
DFQ092,BPUVI58,NO,1,7275AA-PHOTO,25
DFQ092,BPUVI60,YES,1,7275AA-PHOTO,25
DFQ092,BPUVI61,NO,1,7275AA-PHOTO,25
DFP054,APDI708,YES,1,0021P1-PHOTO,24
DFP054,BPUVI57,YES,1,0021P1-PHOTO,24
DFP054,BPUVI58,NO,1,0021P1-PHOTO,24
DFP054,BPUVI59,NO,1,0021P1-PHOTO,24
DFP003,APDI708,YES,1,7344P1-PHOTO,25
DFP003,BPUVI57,YES,1,7344P1-PHOTO,25
DFM601,BPUVI02,NO,1,1377VIA2-PHOTO,25
DFM601,BPUVI59,NO,1,1377VIA2-PHOTO,25
DFM601,BPUVI60,YES,1,1377VIA2-PHOTO,25
DFM601,BPUVI61,YES,1,1377VIA2-PHOTO,25
DFP543,BPUVI59,NO,1,8042DPW-PHOTO,25
DFN556,BPUVI10,YES,1,8042PLDD-PHOTO,25
DFM713,BPUVI01,NO,1,6445M1-PHOTO,25
DFM713,BPUVI06,YES,1,6445M1-PHOTO,25
DFM713,BPUVI57,YES,1,6445M1-PHOTO,25
DFM713,BPUVI58,NO,1,6445M1-PHOTO,25
DFM713,DPDI701,NO,1,6445M1-PHOTO,25
DFL264,BPUVI57,YES,1,6427VIAT-PHOTO,25
DFQ139,APDI708,YES,1,8379AA-PHOTO,25
DFQ139,BPUVI01,NO,1,8379AA-PHOTO,25
DFQ139,BPUVI60,YES,1,8379AA-PHOTO,25
DFQ139,BPUVI61,NO,1,8379AA-PHOTO,25
DFN367,APDCI02,NO,1,0989PP-PHOTO,25
DFN367,BPUVI01,NO,1,0989PP-PHOTO,25
DFN367,BPUVI04,NO,1,0989PP-PHOTO,25
DFN367,BPUVI11,YES,1,0989PP-PHOTO,25
DFN367,BPUVI12,YES,1,0989PP-PHOTO,25
DFN367,BPUVI13,YES,1,0989PP-PHOTO,25
DFQ096,APDI708,NO,1,7275AA-PHOTO,25
DFQ096,BPUVI01,NO,1,7275AA-PHOTO,25
DFQ096,BPUVI58,NO,1,7275AA-PHOTO,25
DFQ096,BPUVI60,YES,1,7275AA-PHOTO,25
DFQ096,BPUVI61,NO,1,7275AA-PHOTO,25
DFM923,BPUVI04,YES,1,6134M3-PHOTO,25
DFM923,BPUVI05,NO,1,6134M3-PHOTO,25
DFM923,BPUVI07,YES,1,6134M3-PHOTO,25
DFM923,BPUVI51,NO,1,6134M3-PHOTO,25
DFM914,BPUVI02,NO,1,1377VIA2-PHOTO,25
DFM914,BPUVI59,NO,1,1377VIA2-PHOTO,25
DFM914,BPUVI60,YES,1,1377VIA2-PHOTO,25
DFM914,BPUVI61,YES,1,1377VIA2-PHOTO,25
DFN978,APDI708,YES,1,7344P1-PHOTO,25
DFN978,BPUVI57,YES,1,7344P1-PHOTO,25
DFN076,BPUVI05,YES,1,8479M1-PHOTO,25
DFN076,BPUVI07,NO,1,8479M1-PHOTO,25
DFN076,BPUVI51,NO,1,8479M1-PHOTO,25
DFP073,APDCI02,NO,1,7107NLDD-PHOTO,25
DFP073,BPUVI01,YES,1,7107NLDD-PHOTO,25
DFP073,BPUVI06,NO,1,7107NLDD-PHOTO,25
DFP073,BPUVI08,YES,1,7107NLDD-PHOTO,25
DFP073,BPUVI13,NO,1,7107NLDD-PHOTO,25
DFN867,BPUVI10,YES,1,7344NLDD2-PHOTO,25
DFL526,BPUVI01,NO,1,7492M4-PHOTO,25
DFL526,BPUVI03,NO,1,7492M4-PHOTO,25
DFL526,BPUVI04,NO,1,7492M4-PHOTO,25
DFL526,BPUVI05,NO,1,7492M4-PHOTO,25
DFL526,BPUVI06,NO,1,7492M4-PHOTO,25
DFL526,BPUVI09,NO,1,7492M4-PHOTO,25
DFL526,BPUVI12,NO,1,7492M4-PHOTO,25
DFL526,BPUVI15,NO,1,7492M4-PHOTO,25
DFL526,BPUVI16,NO,1,7492M4-PHOTO,25
DFL526,BPUVI51,YES,1,7492M4-PHOTO,25
DFL526,BPUVI57,YES,1,7492M4-PHOTO,25
DFL526,BPUVI58,NO,1,7492M4-PHOTO,25
DFL526,BPUVI60,NO,1,7492M4-PHOTO,25
DFL526,BPUVI61,YES,1,7492M4-PHOTO,25
DFL526,DPDI701,NO,1,7492M4-PHOTO,25
DFL526,DPDI702,NO,1,7492M4-PHOTO,25
DFN779,APDCI02,NO,1,0989PP-PHOTO,25
DFN779,BPUVI01,NO,1,0989PP-PHOTO,25
DFN779,BPUVI04,NO,1,0989PP-PHOTO,25
DFN779,BPUVI11,YES,1,0989PP-PHOTO,25
DFN779,BPUVI12,YES,1,0989PP-PHOTO,25
DFN779,BPUVI13,YES,1,0989PP-PHOTO,25
DFM589,BPUVI01,NO,1,6445M1-PHOTO,25
DFM589,BPUVI06,YES,1,6445M1-PHOTO,25
DFM589,BPUVI57,YES,1,6445M1-PHOTO,25
DFM589,BPUVI58,NO,1,6445M1-PHOTO,25
DFM589,DPDI701,NO,1,6445M1-PHOTO,25
DFN015,APDCI01,YES,1,5958VIA1-PHOTO,25
DFN015,APDCI02,YES,1,5958VIA1-PHOTO,25
DFN015,BPUVI01,NO,1,5958VIA1-PHOTO,25
DFN015,BPUVI02,NO,1,5958VIA1-PHOTO,25
DFN015,BPUVI04,NO,1,5958VIA1-PHOTO,25
DFN015,BPUVI09,NO,1,5958VIA1-PHOTO,25
DFN015,BPUVI12,NO,1,5958VIA1-PHOTO,25
DFN015,BPUVI16,YES,1,5958VIA1-PHOTO,25
DFN015,BPUVI52,NO,1,5958VIA1-PHOTO,25
DFN015,BPUVI59,NO,1,5958VIA1-PHOTO,25
DFN015,DPDI702,NO,1,5958VIA1-PHOTO,25
DFN015,DPDI804,NO,1,5958VIA1-PHOTO,25
DT3538.10,BPUVI05,YES,1,6555TV-PHOTO,3
DT3538.10,BPUVI11,NO,1,6555TV-PHOTO,3
DFL536.12,BPUVI57,YES,1,4256M3-PHOTO,1
DFL170,BPUVI01,YES,1,6518VIA5-PHOTO,25
DFL170,BPUVI02,NO,1,6518VIA5-PHOTO,25
DFL170,BPUVI03,NO,1,6518VIA5-PHOTO,25
DFL170,BPUVI04,YES,1,6518VIA5-PHOTO,25
DFL170,BPUVI05,NO,1,6518VIA5-PHOTO,25
DFL170,BPUVI06,NO,1,6518VIA5-PHOTO,25
DFL170,BPUVI07,NO,1,6518VIA5-PHOTO,25
DFL170,BPUVI09,NO,1,6518VIA5-PHOTO,25
DFL170,BPUVI12,YES,1,6518VIA5-PHOTO,25
DFL170,BPUVI51,NO,1,6518VIA5-PHOTO,25
DFL170,BPUVI52,NO,1,6518VIA5-PHOTO,25
DFL170,BPUVI58,NO,1,6518VIA5-PHOTO,25
DFL170,BPUVI59,NO,1,6518VIA5-PHOTO,25
DFL170,DPDI702,NO,1,6518VIA5-PHOTO,25
DFN255,BPUVI10,YES,1,8042PLDD-PHOTO,25
DFL627,BPUVI01,NO,1,7492M4-PHOTO,25
DFL627,BPUVI03,NO,1,7492M4-PHOTO,25
DFL627,BPUVI04,NO,1,7492M4-PHOTO,25
DFL627,BPUVI05,NO,1,7492M4-PHOTO,25
DFL627,BPUVI06,NO,1,7492M4-PHOTO,25
DFL627,BPUVI09,NO,1,7492M4-PHOTO,25
DFL627,BPUVI12,NO,1,7492M4-PHOTO,25
DFL627,BPUVI15,NO,1,7492M4-PHOTO,25
DFL627,BPUVI16,NO,1,7492M4-PHOTO,25
DFL627,BPUVI51,YES,1,7492M4-PHOTO,25
DFL627,BPUVI57,YES,1,7492M4-PHOTO,25
DFL627,BPUVI58,NO,1,7492M4-PHOTO,25
DFL627,BPUVI60,NO,1,7492M4-PHOTO,25
DFL627,BPUVI61,YES,1,7492M4-PHOTO,25
DFL627,DPDI701,NO,1,7492M4-PHOTO,25
DFL627,DPDI702,NO,1,7492M4-PHOTO,25
DFM364,BPUVI01,NO,1,6200VIA5-PHOTO,25
DFM364,BPUVI02,YES,1,6200VIA5-PHOTO,25
DFM364,BPUVI04,NO,1,6200VIA5-PHOTO,25
DFM364,BPUVI05,YES,1,6200VIA5-PHOTO,25
DFM364,BPUVI06,YES,1,6200VIA5-PHOTO,25
DFM364,BPUVI07,NO,1,6200VIA5-PHOTO,25
DFM364,BPUVI11,NO,1,6200VIA5-PHOTO,25
DFM364,BPUVI12,NO,1,6200VIA5-PHOTO,25
DFM364,BPUVI15,YES,1,6200VIA5-PHOTO,25
DFM364,BPUVI16,YES,1,6200VIA5-PHOTO,25
DFM364,BPUVI51,NO,1,6200VIA5-PHOTO,25
DFM364,BPUVI52,NO,1,6200VIA5-PHOTO,25
DFM364,BPUVI58,NO,1,6200VIA5-PHOTO,25
DFM364,BPUVI59,NO,1,6200VIA5-PHOTO,25
DFM364,DPDI701,NO,1,6200VIA5-PHOTO,25
DFM364,DPDI702,NO,1,6200VIA5-PHOTO,25
DP8975,APDCI02,NO,1,8992PLDD1-PHOTO,6
DP8975,BPUVI01,YES,1,8992PLDD1-PHOTO,6
DP8975,BPUVI02,YES,1,8992PLDD1-PHOTO,6
DP8975,BPUVI06,NO,1,8992PLDD1-PHOTO,6
DP8975,BPUVI08,NO,1,8992PLDD1-PHOTO,6
DP8975,BPUVI13,NO,1,8992PLDD1-PHOTO,6
DL4102,APDCI01,NO,1,8141TV1-PHOTO,25
DL4102,APDCI02,NO,1,8141TV1-PHOTO,25
DL4102,BPUVI06,YES,1,8141TV1-PHOTO,25
DL4102,BPUVI52,NO,1,8141TV1-PHOTO,25
DL4102,BPUVI58,YES,1,8141TV1-PHOTO,25
DL4102,BPUVI59,YES,1,8141TV1-PHOTO,25
DL4102,DPDI701,NO,1,8141TV1-PHOTO,25
DFM687,APDI708,NO,1,7275M1-PHOTO,25
DFM687,BPUVI01,NO,1,7275M1-PHOTO,25
DFM687,BPUVI02,NO,1,7275M1-PHOTO,25
DFM687,BPUVI03,NO,1,7275M1-PHOTO,25
DFM687,BPUVI06,YES,1,7275M1-PHOTO,25
DFM687,BPUVI07,NO,1,7275M1-PHOTO,25
DFM687,BPUVI09,YES,1,7275M1-PHOTO,25
DFM687,BPUVI11,NO,1,7275M1-PHOTO,25
DFM687,BPUVI51,NO,1,7275M1-PHOTO,25
DFM687,DPDI701,NO,1,7275M1-PHOTO,25
DFM687,DPDI804,NO,1,7275M1-PHOTO,25
DFM395,BPUVI06,YES,1,6529PP-PHOTO2,25
DFM395,BPUVI08,YES,1,6529PP-PHOTO2,25
DFL001,BPUVI01,NO,1,7017VIA3-PHOTO,25
DFL001,BPUVI02,NO,1,7017VIA3-PHOTO,25
DFL001,BPUVI04,NO,1,7017VIA3-PHOTO,25
DFL001,BPUVI05,NO,1,7017VIA3-PHOTO,25
DFL001,BPUVI06,YES,1,7017VIA3-PHOTO,25
DFL001,BPUVI09,NO,1,7017VIA3-PHOTO,25
DFL001,BPUVI15,NO,1,7017VIA3-PHOTO,25
DFL001,BPUVI51,YES,1,7017VIA3-PHOTO,25
DFL001,BPUVI52,YES,1,7017VIA3-PHOTO,25
DFL001,BPUVI57,NO,1,7017VIA3-PHOTO,25
DFL001,BPUVI58,NO,1,7017VIA3-PHOTO,25
DFL001,BPUVI61,YES,1,7017VIA3-PHOTO,25
DFL001,DPDI701,NO,1,7017VIA3-PHOTO,25
DFL172,BPUVI01,YES,1,6518VIA5-PHOTO,25
DFL172,BPUVI02,NO,1,6518VIA5-PHOTO,25
DFL172,BPUVI03,NO,1,6518VIA5-PHOTO,25
DFL172,BPUVI04,YES,1,6518VIA5-PHOTO,25
DFL172,BPUVI05,NO,1,6518VIA5-PHOTO,25
DFL172,BPUVI06,NO,1,6518VIA5-PHOTO,25
DFL172,BPUVI07,NO,1,6518VIA5-PHOTO,25
DFL172,BPUVI09,NO,1,6518VIA5-PHOTO,25
DFL172,BPUVI12,YES,1,6518VIA5-PHOTO,25
DFL172,BPUVI51,NO,1,6518VIA5-PHOTO,25
DFL172,BPUVI52,NO,1,6518VIA5-PHOTO,25
DFL172,BPUVI58,NO,1,6518VIA5-PHOTO,25
DFL172,BPUVI59,NO,1,6518VIA5-PHOTO,25
DFL172,DPDI702,NO,1,6518VIA5-PHOTO,25
DFM719,BPUVI02,NO,1,1377VIA2-PHOTO,25
DFM719,BPUVI59,NO,1,1377VIA2-PHOTO,25
DFM719,BPUVI60,YES,1,1377VIA2-PHOTO,25
DFM719,BPUVI61,YES,1,1377VIA2-PHOTO,25
DFN929,APDCI02,NO,1,7107NLDD-PHOTO,25
DFN929,BPUVI01,YES,1,7107NLDD-PHOTO,25
DFN929,BPUVI06,NO,1,7107NLDD-PHOTO,25
DFN929,BPUVI08,YES,1,7107NLDD-PHOTO,25
DFN929,BPUVI13,NO,1,7107NLDD-PHOTO,25
DFM549,APDCI01,NO,1,7275VIA1-PHOTO,25
DFM549,APDCI02,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI01,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI02,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI03,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI04,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI05,YES,1,7275VIA1-PHOTO,25
DFM549,BPUVI06,YES,1,7275VIA1-PHOTO,25
DFM549,BPUVI07,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI09,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI11,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI12,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI15,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI16,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI52,NO,1,7275VIA1-PHOTO,25
DFM549,BPUVI59,NO,1,7275VIA1-PHOTO,25
DFM549,DPDI701,NO,1,7275VIA1-PHOTO,25
DFM549,DPDI702,NO,1,7275VIA1-PHOTO,25
DFM549,DPDI804,NO,1,7275VIA1-PHOTO,25
DFM842,BPUVI57,NO,1,6445CT-PHOTO,25
DFM842,BPUVI59,NO,1,6445CT-PHOTO,25
DFM842,DPDI701,YES,1,6445CT-PHOTO,25
DFM922,BPUVI04,YES,1,6134M3-PHOTO,25
DFM922,BPUVI05,NO,1,6134M3-PHOTO,25
DFM922,BPUVI07,YES,1,6134M3-PHOTO,25
DFM922,BPUVI51,NO,1,6134M3-PHOTO,25
DFN874,BPUVI10,YES,1,7344NLDD2-PHOTO,25
DFP071,APDCI02,NO,1,7107NLDD-PHOTO,25
DFP071,BPUVI01,YES,1,7107NLDD-PHOTO,25
DFP071,BPUVI06,NO,1,7107NLDD-PHOTO,25
DFP071,BPUVI08,YES,1,7107NLDD-PHOTO,25
DFP071,BPUVI13,NO,1,7107NLDD-PHOTO,25
DFN039,APDI708,YES,1,7017P1-PHOTO,25
DFN039,BPUVI57,YES,1,7017P1-PHOTO,25
DFM486,APDCI02,NO,1,8042VIA1-PHOTO,25
DFM486,BPUVI01,NO,1,8042VIA1-PHOTO,25
DFM486,BPUVI15,YES,1,8042VIA1-PHOTO,25
DFM486,BPUVI16,NO,1,8042VIA1-PHOTO,25
DFM486,BPUVI57,NO,1,8042VIA1-PHOTO,25
DFM486,BPUVI58,NO,1,8042VIA1-PHOTO,25
DFM486,BPUVI59,YES,1,8042VIA1-PHOTO,25
DFM486,DPDI701,YES,1,8042VIA1-PHOTO,25
DFM486,DPDI702,NO,1,8042VIA1-PHOTO,25
DFM486,DPDI804,NO,1,8042VIA1-PHOTO,25
DFN642,APDCI02,NO,1,7622PP-PHOTO2,25
DFN642,BPUVI01,YES,1,7622PP-PHOTO2,25
DFN642,BPUVI02,YES,1,7622PP-PHOTO2,25
DFN642,BPUVI08,YES,1,7622PP-PHOTO2,25
DFN642,BPUVI13,YES,1,7622PP-PHOTO2,25
DFM414,BPUVI01,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI04,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI05,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI06,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI09,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI12,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI15,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI16,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI51,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI52,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI57,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI58,YES,1,7492VIA3-PHOTO,25
DFM414,BPUVI59,NO,1,7492VIA3-PHOTO,25
DFM414,BPUVI61,YES,1,7492VIA3-PHOTO,25
DFM414,DPDI701,NO,1,7492VIA3-PHOTO,25
DFM414,DPDI702,NO,1,7492VIA3-PHOTO,25
DFP724,BPUVI02,NO,1,2055AA-PHOTO,25
DFP724,BPUVI06,NO,1,2055AA-PHOTO,25
DFP724,BPUVI58,NO,1,2055AA-PHOTO,25
DFP724,BPUVI60,YES,1,2055AA-PHOTO,25
DFN703,BPUVI10,YES,1,8042PLDD-PHOTO,25
DFN179,APDI708,YES,1,7017P1-PHOTO,25
DFN179,BPUVI57,YES,1,7017P1-PHOTO,25
DFM794,BPUVI04,YES,1,6134M3-PHOTO,25
DFM794,BPUVI05,NO,1,6134M3-PHOTO,25
DFM794,BPUVI07,YES,1,6134M3-PHOTO,25
DFM794,BPUVI51,NO,1,6134M3-PHOTO,25
DFP116,APDI708,YES,1,7344P1-PHOTO,25
DFP116,BPUVI57,YES,1,7344P1-PHOTO,25
DFP496.04,BPUVI02,NO,1,7531TIM-PHOTO,1
DFP496.04,BPUVI06,YES,1,7531TIM-PHOTO,1
DFP496.04,BPUVI07,YES,1,7531TIM-PHOTO,1
DFM575,APDI708,YES,1,7344M2MIM-PHOTO,25
DFM575,BPUVI51,YES,1,7344M2MIM-PHOTO,25
DFM575,BPUVI57,NO,1,7344M2MIM-PHOTO,25
DFM575,BPUVI58,YES,1,7344M2MIM-PHOTO,25
DFM575,DPDI701,NO,1,7344M2MIM-PHOTO,25
DFM575,DPDI804,YES,1,7344M2MIM-PHOTO,25
