EQP_TYPE,RECIPE_PREV,RECIPE_ID,TIME
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,UjQ2SS9ldTQxYWo0R245Vmx5VFY1Um8rUjFHYzM4Z3BxR2ZuSHdsbk5oVT0=,6.69
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UjQ2SS9ldTQxYWo0R245Vmx5VFY1Um8rUjFHYzM4Z3BxR2ZuSHdsbk5oVT0=,cmtuTHRzY25BOVB6cGlIaTg0Vk1qcTQ3ejRjZjZUblNzZDkzRDBUeWlyVT0=,7.31
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UjQ2SS9ldTQxYWo0R245Vmx5VFY1Um8rUjFHYzM4Z3BxR2ZuSHdsbk5oVT0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,7.31
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,cmtuTHRzY25BOVB6cGlIaTg0Vk1qcTQ3ejRjZjZUblNzZDkzRDBUeWlyVT0=,dlpBdmhQRmtMT2hyUk1NaTErREFMb1ZkdGl0TUVGbEM1VkY3eWx3OWd5QT0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,dlpBdmhQRmtMT2hyUk1NaTErREFMb1ZkdGl0TUVGbEM1VkY3eWx3OWd5QT0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,eCszYTlFWGVERnFEVkNXaTB4aDBlVXNkcEJiOVFSdG5lRkJoM2pQd28rUT0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,eCszYTlFWGVERnFEVkNXaTB4aDBlVXNkcEJiOVFSdG5lRkJoM2pQd28rUT0=,RHh2Tm9mZFEyd0lUMXZpb1hISVJNZnFYaGF5WnNHY0FVSWZlRFk5L25kaz0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,RHh2Tm9mZFEyd0lUMXZpb1hISVJNZnFYaGF5WnNHY0FVSWZlRFk5L25kaz0=,OGxLL3J5b3BMU3ZSa3JYUFUyMnlETWM1VGs3bDAyMnUzMnY0ams5ZDVqMD0=,7.75
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,OGxLL3J5b3BMU3ZSa3JYUFUyMnlETWM1VGs3bDAyMnUzMnY0ams5ZDVqMD0=,UjQ2SS9ldTQxYWo0R245Vmx5VFY1Um8rUjFHYzM4Z3BxR2ZuSHdsbk5oVT0=,6.69
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UjQ2SS9ldTQxYWo0R245Vmx5VFY1Um8rUjFHYzM4Z3BxR2ZuSHdsbk5oVT0=,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,5.295
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,VGlGUGY4bzFnMmM1NWdpU0RiOXJrOEJneEhWZGVOdysrRmVVUDJadHF1Yz0=,4.32
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,VGlGUGY4bzFnMmM1NWdpU0RiOXJrOEJneEhWZGVOdysrRmVVUDJadHF1Yz0=,RHh2Tm9mZFEyd0lUMXZpb1hISVJNZnFYaGF5WnNHY0FVSWZlRFk5L25kaz0=,6.66
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,QjhhNm5VVHk5ckpCd3BIYW9QTVR1RjBJeHVqSDk5V2VJYytzWHcxUEozaz0=,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,7.75
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,bnQ4THZULytVb0FNSTdrdU5rU1FFT21rRUZxVWg2NEFNb2xzTHRnSXJSZz0=,6.69
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bnQ4THZULytVb0FNSTdrdU5rU1FFT21rRUZxVWg2NEFNb2xzTHRnSXJSZz0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,7.31
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,WjFZcTllL2tGbHhDNlhLTGxIOE1GcE5kTXpPVEdidGl1b3VGRnlicUwvaz0=,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,ckpKSmdYQXhoaXkraElKaGhTY3JrcFY2YloxVTZ4U1dkRGRvbU9kczhmZz0=,4.32
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UjQ2SS9ldTQxYWo0R245Vmx5VFY1Um8rUjFHYzM4Z3BxR2ZuSHdsbk5oVT0=,dlpBdmhQRmtMT2hyUk1NaTErREFMb1ZkdGl0TUVGbEM1VkY3eWx3OWd5QT0=,7.31
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,dlpBdmhQRmtMT2hyUk1NaTErREFMb1ZkdGl0TUVGbEM1VkY3eWx3OWd5QT0=,SjFyRndOWlRFcTZ5dlRTMDhMUGg5TE5waWJVKy83TVFNbDdJME0rRFU1ND0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=,OGxLL3J5b3BMU3ZSa3JYUFUyMnlETWM1VGs3bDAyMnUzMnY0ams5ZDVqMD0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,ckpKSmdYQXhoaXkraElKaGhTY3JrcFY2YloxVTZ4U1dkRGRvbU9kczhmZz0=,cHVXK001R0pEVml1UmVaZFVsZ0FteVhNdzgyZHhyS0JSWW5ad3lzanhqOD0=,7.16
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,cHVXK001R0pEVml1UmVaZFVsZ0FteVhNdzgyZHhyS0JSWW5ad3lzanhqOD0=,M0RtRFB3ZUJzZFVKeVNSK2g4UXBreHpBZUphVXQ0ZFkrN2k3azdzWG5uZz0=,5.295
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,OGxLL3J5b3BMU3ZSa3JYUFUyMnlETWM1VGs3bDAyMnUzMnY0ams5ZDVqMD0=,7.75
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,ckpKSmdYQXhoaXkraElKaGhTY3JrcFY2YloxVTZ4U1dkRGRvbU9kczhmZz0=,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,5.95
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,c3IzajhnRVduQU5DVXRsdSt6b1NUcXd1OU1NRWcrdk5CNlQ4cHQ3UFR3OD0=,6.42
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,c3IzajhnRVduQU5DVXRsdSt6b1NUcXd1OU1NRWcrdk5CNlQ4cHQ3UFR3OD0=,eCszYTlFWGVERnFEVkNXaTB4aDBlVXNkcEJiOVFSdG5lRkJoM2pQd28rUT0=,5.295
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,M0RtRFB3ZUJzZFVKeVNSK2g4UXBreHpBZUphVXQ0ZFkrN2k3azdzWG5uZz0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,M0RtRFB3ZUJzZFVKeVNSK2g4UXBreHpBZUphVXQ0ZFkrN2k3azdzWG5uZz0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,7.75
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,VGlGUGY4bzFnMmM1NWdpU0RiOXJrOEJneEhWZGVOdysrRmVVUDJadHF1Yz0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,5.95
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,cmtuTHRzY25BOVB6cGlIaTg0Vk1qcTQ3ejRjZjZUblNzZDkzRDBUeWlyVT0=,dWpZY1pKczVvS3pSdXJGRUl6enRJRkMvemN1cXA4VTBSajNjTlkyU0RZTT0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,dWpZY1pKczVvS3pSdXJGRUl6enRJRkMvemN1cXA4VTBSajNjTlkyU0RZTT0=,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,N3EzSXB1YjFadmpFbG5FSXptRTBCWnd6UDg4NlUveVpuQzR3T1cyak9oMD0=,ZkR3S3dob1B3akpYaTJzN2dWcGNVYnJKQWJBcjdjOTI3Y1cwSlZNY09EST0=,4.66
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,WjFZcTllL2tGbHhDNlhLTGxIOE1GcE5kTXpPVEdidGl1b3VGRnlicUwvaz0=,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,UjQ2SS9ldTQxYWo0R245Vmx5VFY1Um8rUjFHYzM4Z3BxR2ZuSHdsbk5oVT0=,6.42
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UjQ2SS9ldTQxYWo0R245Vmx5VFY1Um8rUjFHYzM4Z3BxR2ZuSHdsbk5oVT0=,RHh2Tm9mZFEyd0lUMXZpb1hISVJNZnFYaGF5WnNHY0FVSWZlRFk5L25kaz0=,5.295
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,OGxLL3J5b3BMU3ZSa3JYUFUyMnlETWM1VGs3bDAyMnUzMnY0ams5ZDVqMD0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=,V3VNdXI1bThaZVRlVndwK0lEd00zMkZxS2VwQmJDbUxHeURwZSsyRHVFMD0=,5.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,V3VNdXI1bThaZVRlVndwK0lEd00zMkZxS2VwQmJDbUxHeURwZSsyRHVFMD0=,VGlGUGY4bzFnMmM1NWdpU0RiOXJrOEJneEhWZGVOdysrRmVVUDJadHF1Yz0=,5.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,VGlGUGY4bzFnMmM1NWdpU0RiOXJrOEJneEhWZGVOdysrRmVVUDJadHF1Yz0=,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=,5.95
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=,c3IzajhnRVduQU5DVXRsdSt6b1NUcXd1OU1NRWcrdk5CNlQ4cHQ3UFR3OD0=,6.69
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,RHh2Tm9mZFEyd0lUMXZpb1hISVJNZnFYaGF5WnNHY0FVSWZlRFk5L25kaz0=,RlRhenNNSkZ4cjZGLzV4ZnRnam02R1dGWG05bGM4MmRxenp1MHRpdnVtOD0=,6.42
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,RlRhenNNSkZ4cjZGLzV4ZnRnam02R1dGWG05bGM4MmRxenp1MHRpdnVtOD0=,N3EzSXB1YjFadmpFbG5FSXptRTBCWnd6UDg4NlUveVpuQzR3T1cyak9oMD0=,5.295
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,N3EzSXB1YjFadmpFbG5FSXptRTBCWnd6UDg4NlUveVpuQzR3T1cyak9oMD0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,7.75
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,dWpZY1pKczVvS3pSdXJGRUl6enRJRkMvemN1cXA4VTBSajNjTlkyU0RZTT0=,dWpZY1pKczVvS3pSdXJGRUl6enRJRkMvemN1cXA4VTBSajNjTlkyU0RZTT0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,OWp2RG9mVHZPcFZNZjBieEVOZXVwL2VuWTg5VTBoelpOQUV6bW15V0s2ST0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,OWp2RG9mVHZPcFZNZjBieEVOZXVwL2VuWTg5VTBoelpOQUV6bW15V0s2ST0=,ZHpmMWplZENLdWhMWFgxdy9zSGRMMEZ1Z3JyanBab2tiOEhmbkFmOUhLTT0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,ZHpmMWplZENLdWhMWFgxdy9zSGRMMEZ1Z3JyanBab2tiOEhmbkFmOUhLTT0=,encyVzhVV2hMWkdSdCt2MGUrVzRtamxXWDRaSFEvL1NPVVdhbDVVNGpBaz0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,encyVzhVV2hMWkdSdCt2MGUrVzRtamxXWDRaSFEvL1NPVVdhbDVVNGpBaz0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,cFY3L0RxbkFoOU1YM1BBblZFeHB5L2VTVmczSUhzUXgwd0w4czVCYU9CST0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,cFY3L0RxbkFoOU1YM1BBblZFeHB5L2VTVmczSUhzUXgwd0w4czVCYU9CST0=,M0RtRFB3ZUJzZFVKeVNSK2g4UXBreHpBZUphVXQ0ZFkrN2k3azdzWG5uZz0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,ckpKSmdYQXhoaXkraElKaGhTY3JrcFY2YloxVTZ4U1dkRGRvbU9kczhmZz0=,4.32
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,ckpKSmdYQXhoaXkraElKaGhTY3JrcFY2YloxVTZ4U1dkRGRvbU9kczhmZz0=,ZHpmMWplZENLdWhMWFgxdy9zSGRMMEZ1Z3JyanBab2tiOEhmbkFmOUhLTT0=,5.95
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,ZHpmMWplZENLdWhMWFgxdy9zSGRMMEZ1Z3JyanBab2tiOEhmbkFmOUhLTT0=,VmlKeUFMSFR2V3hFUHNQZlExTS8wWDI4bWFobkRLV0gyNnNVM3YwZW42VT0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,VmlKeUFMSFR2V3hFUHNQZlExTS8wWDI4bWFobkRLV0gyNnNVM3YwZW42VT0=,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=,N3EzSXB1YjFadmpFbG5FSXptRTBCWnd6UDg4NlUveVpuQzR3T1cyak9oMD0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,N3EzSXB1YjFadmpFbG5FSXptRTBCWnd6UDg4NlUveVpuQzR3T1cyak9oMD0=,M0RtRFB3ZUJzZFVKeVNSK2g4UXBreHpBZUphVXQ0ZFkrN2k3azdzWG5uZz0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,eEZ4SmtTekJtTVYwQlFWclpjY0lUT2tqRGRDQ1NPWk1XZDdpRGhEVWRuND0=,N3EzSXB1YjFadmpFbG5FSXptRTBCWnd6UDg4NlUveVpuQzR3T1cyak9oMD0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,N3EzSXB1YjFadmpFbG5FSXptRTBCWnd6UDg4NlUveVpuQzR3T1cyak9oMD0=,cFY3L0RxbkFoOU1YM1BBblZFeHB5L2VTVmczSUhzUXgwd0w4czVCYU9CST0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,cFY3L0RxbkFoOU1YM1BBblZFeHB5L2VTVmczSUhzUXgwd0w4czVCYU9CST0=,SkpXSXBsS1pZWFBZeUQ3Z2FUU3lrQ1dCYXlob2VJZVdETGdSQ0srMEJoOD0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,SkpXSXBsS1pZWFBZeUQ3Z2FUU3lrQ1dCYXlob2VJZVdETGdSQ0srMEJoOD0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,7.75
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,ZHpmMWplZENLdWhMWFgxdy9zSGRMMEZ1Z3JyanBab2tiOEhmbkFmOUhLTT0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,ZHpmMWplZENLdWhMWFgxdy9zSGRMMEZ1Z3JyanBab2tiOEhmbkFmOUhLTT0=,OWp2RG9mVHZPcFZNZjBieEVOZXVwL2VuWTg5VTBoelpOQUV6bW15V0s2ST0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,ZkR3S3dob1B3akpYaTJzN2dWcGNVYnJKQWJBcjdjOTI3Y1cwSlZNY09EST0=,SE5uLzF3VWt0eUxyQ2xZajdQd0FEMTJnbHlXNjFpeWx2YVdVRnNDSDQ1az0=,5.04
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,SE5uLzF3VWt0eUxyQ2xZajdQd0FEMTJnbHlXNjFpeWx2YVdVRnNDSDQ1az0=,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,7.31
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,OWp2RG9mVHZPcFZNZjBieEVOZXVwL2VuWTg5VTBoelpOQUV6bW15V0s2ST0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,OWp2RG9mVHZPcFZNZjBieEVOZXVwL2VuWTg5VTBoelpOQUV6bW15V0s2ST0=,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,aDRZbndHRjVNY3c4Szk4alVTOW44cTFOUGFGZU1xbmp5NjdXU3E2anhmZz0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,aDRZbndHRjVNY3c4Szk4alVTOW44cTFOUGFGZU1xbmp5NjdXU3E2anhmZz0=,QjhhNm5VVHk5ckpCd3BIYW9QTVR1RjBJeHVqSDk5V2VJYytzWHcxUEozaz0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,QjhhNm5VVHk5ckpCd3BIYW9QTVR1RjBJeHVqSDk5V2VJYytzWHcxUEozaz0=,M2JWQlNKcTE3cnQyQjk5aXJCUE0wejJUUDdxeWpFaUFPczIvTm43YitEOD0=,7.75
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,ckpKSmdYQXhoaXkraElKaGhTY3JrcFY2YloxVTZ4U1dkRGRvbU9kczhmZz0=,SjFyRndOWlRFcTZ5dlRTMDhMUGg5TE5waWJVKy83TVFNbDdJME0rRFU1ND0=,5.95
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,OGxLL3J5b3BMU3ZSa3JYUFUyMnlETWM1VGs3bDAyMnUzMnY0ams5ZDVqMD0=,SjFyRndOWlRFcTZ5dlRTMDhMUGg5TE5waWJVKy83TVFNbDdJME0rRFU1ND0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,SjFyRndOWlRFcTZ5dlRTMDhMUGg5TE5waWJVKy83TVFNbDdJME0rRFU1ND0=,QjhhNm5VVHk5ckpCd3BIYW9QTVR1RjBJeHVqSDk5V2VJYytzWHcxUEozaz0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,QjhhNm5VVHk5ckpCd3BIYW9QTVR1RjBJeHVqSDk5V2VJYytzWHcxUEozaz0=,Mit2QmlsVGpISnB3NkRyK05hZExxQWpwdXUzdjR3bUIrTHpNOWhXcFNjQT0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,Mit2QmlsVGpISnB3NkRyK05hZExxQWpwdXUzdjR3bUIrTHpNOWhXcFNjQT0=,QjhhNm5VVHk5ckpCd3BIYW9QTVR1RjBJeHVqSDk5V2VJYytzWHcxUEozaz0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,OGxLL3J5b3BMU3ZSa3JYUFUyMnlETWM1VGs3bDAyMnUzMnY0ams5ZDVqMD0=,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=,OWp2RG9mVHZPcFZNZjBieEVOZXVwL2VuWTg5VTBoelpOQUV6bW15V0s2ST0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,OWp2RG9mVHZPcFZNZjBieEVOZXVwL2VuWTg5VTBoelpOQUV6bW15V0s2ST0=,encyVzhVV2hMWkdSdCt2MGUrVzRtamxXWDRaSFEvL1NPVVdhbDVVNGpBaz0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,encyVzhVV2hMWkdSdCt2MGUrVzRtamxXWDRaSFEvL1NPVVdhbDVVNGpBaz0=,SjFyRndOWlRFcTZ5dlRTMDhMUGg5TE5waWJVKy83TVFNbDdJME0rRFU1ND0=,3.33
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,cFY3L0RxbkFoOU1YM1BBblZFeHB5L2VTVmczSUhzUXgwd0w4czVCYU9CST0=,7.29
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,cFY3L0RxbkFoOU1YM1BBblZFeHB5L2VTVmczSUhzUXgwd0w4czVCYU9CST0=,c3RidURkc3N3TWdzK011QmJSNEpyOTFhRjh2bm5pZ3ZYcm1tOEJNTVU1VT0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,ckpKSmdYQXhoaXkraElKaGhTY3JrcFY2YloxVTZ4U1dkRGRvbU9kczhmZz0=,N3EzSXB1YjFadmpFbG5FSXptRTBCWnd6UDg4NlUveVpuQzR3T1cyak9oMD0=,6.66
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,Mit2QmlsVGpISnB3NkRyK05hZExxQWpwdXUzdjR3bUIrTHpNOWhXcFNjQT0=,4.88
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,Mit2QmlsVGpISnB3NkRyK05hZExxQWpwdXUzdjR3bUIrTHpNOWhXcFNjQT0=,T1RvV2NPL3ZncjY4N1VUMlpGMDZsOTZ3dVJ5OVo2ZWxBNmFwa20yN2lKdz0=,7.75
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=,cHVXK001R0pEVml1UmVaZFVsZ0FteVhNdzgyZHhyS0JSWW5ad3lzanhqOD0=,6.69
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,cHVXK001R0pEVml1UmVaZFVsZ0FteVhNdzgyZHhyS0JSWW5ad3lzanhqOD0=,dzFOeWxFai9tdzNYWXRRdWs4YnZ3NGU4RG5IR3JkTFdPY2paZnVIYW1vUT0=,2.965
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,dzFOeWxFai9tdzNYWXRRdWs4YnZ3NGU4RG5IR3JkTFdPY2paZnVIYW1vUT0=,c3IzajhnRVduQU5DVXRsdSt6b1NUcXd1OU1NRWcrdk5CNlQ4cHQ3UFR3OD0=,2.965
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,c3IzajhnRVduQU5DVXRsdSt6b1NUcXd1OU1NRWcrdk5CNlQ4cHQ3UFR3OD0=,TEhtVFMrbXphT0pFSTlqZFZXY1VIejdTdzBmelVLdXpxOUZsYWpXNGdKRT0=,5.295
cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,SjFyRndOWlRFcTZ5dlRTMDhMUGg5TE5waWJVKy83TVFNbDdJME0rRFU1ND0=,c3IzajhnRVduQU5DVXRsdSt6b1NUcXd1OU1NRWcrdk5CNlQ4cHQ3UFR3OD0=,6.69
